date,y
2020-05-16 08:59:59.999,25.460646368852
2020-05-16 09:59:59.999,25.3537146986852
2020-05-16 10:59:59.999,25.464845925521
2020-05-16 11:59:59.999,25.331616480363103
2020-05-16 12:59:59.999,25.300294886596397
2020-05-16 13:59:59.999,25.374394768295
2020-05-16 14:59:59.999,25.343680137084498
2020-05-16 15:59:59.999,25.2883245363259
2020-05-16 16:59:59.999,25.166503804558502
2020-05-16 17:59:59.999,25.197250326288
2020-05-16 18:59:59.999,25.3530350890935
2020-05-16 19:59:59.999,25.332558864642703
2020-05-16 20:59:59.999,25.3745896457756
2020-05-16 21:59:59.999,25.568771987539503
2020-05-16 22:59:59.999,25.6298606628403
2020-05-16 23:59:59.999,25.660227186410197
2020-05-17 00:59:59.999,25.634394174798498
2020-05-17 01:59:59.999,25.6565282471011
2020-05-17 02:59:59.999,25.6607519030744
2020-05-17 03:59:59.999,25.717663023177
2020-05-17 04:59:59.999,25.7872506174238
2020-05-17 05:59:59.999,25.704170402736203
2020-05-17 06:59:59.999,25.726509164201197
2020-05-17 07:59:59.999,25.724248835335697
2020-05-17 08:59:59.999,25.5829140230732
2020-05-17 09:59:59.999,25.6722512098387
2020-05-17 10:59:59.999,25.676615490388198
2020-05-17 11:59:59.999,25.6739001779532
2020-05-17 12:59:59.999,25.6341596161965
2020-05-17 13:59:59.999,25.6147383008973
2020-05-17 14:59:59.999,25.6733442185483
2020-05-17 15:59:59.999,25.725164763600898
2020-05-17 16:59:59.999,25.803330523622797
2020-05-17 17:59:59.999,25.731014686335
2020-05-17 18:59:59.999,25.7692044037398
2020-05-17 19:59:59.999,25.848630155959896
2020-05-17 20:59:59.999,25.8087841262282
2020-05-17 21:59:59.999,25.8424093998872
2020-05-17 22:59:59.999,25.7744891701941
2020-05-17 23:59:59.999,25.83379536416
2020-05-18 00:59:59.999,25.770024442123297
2020-05-18 01:59:59.999,25.759913076452303
2020-05-18 02:59:59.999,25.777224749136
2020-05-18 03:59:59.999,25.7514944141713
2020-05-18 04:59:59.999,25.7916755020649
2020-05-18 05:59:59.999,25.817529408933503
2020-05-18 06:59:59.999,25.8492189308835
2020-05-18 07:59:59.999,25.8494022904278
2020-05-18 08:59:59.999,25.856937002828698
2020-05-18 09:59:59.999,25.9257821170123
2020-05-18 10:59:59.999,25.8435411373387
2020-05-18 11:59:59.999,25.743899151265897
2020-05-18 12:59:59.999,25.84740256124
2020-05-18 13:59:59.999,25.720375412937397
2020-05-18 14:59:59.999,25.5967280417482
2020-05-18 15:59:59.999,25.9393741818468
2020-05-18 16:59:59.999,25.9836568734414
2020-05-18 17:59:59.999,25.9152194336881
2020-05-18 18:59:59.999,25.9497755134838
2020-05-18 19:59:59.999,26.0101462438587
2020-05-18 20:59:59.999,25.897606269601802
2020-05-18 21:59:59.999,25.7639808652795
2020-05-18 22:59:59.999,25.8743559812092
2020-05-18 23:59:59.999,25.7070020071951
2020-05-19 00:59:59.999,25.622908196789698
2020-05-19 01:59:59.999,25.616072738413802
2020-05-19 02:59:59.999,25.7012126503185
2020-05-19 03:59:59.999,25.518770182277898
2020-05-19 04:59:59.999,25.4934548043516
2020-05-19 05:59:59.999,25.3782164824298
2020-05-19 06:59:59.999,25.2541433680871
2020-05-19 07:59:59.999,25.204219103173298
2020-05-19 08:59:59.999,25.3574189582702
2020-05-19 09:59:59.999,25.376889501638498
2020-05-19 10:59:59.999,25.441327130001003
2020-05-19 11:59:59.999,25.4207922385856
2020-05-19 12:59:59.999,25.458992975281802
2020-05-19 13:59:59.999,25.5052516039996
2020-05-19 14:59:59.999,25.535972171742202
2020-05-19 15:59:59.999,25.511864221637897
2020-05-19 16:59:59.999,25.558106999976896
2020-05-19 17:59:59.999,25.5660660686238
2020-05-19 18:59:59.999,25.6133515717303
2020-05-19 19:59:59.999,25.595878345781102
2020-05-19 20:59:59.999,25.5833671899934
2020-05-19 21:59:59.999,25.5875011853142
2020-05-19 22:59:59.999,25.624530113617396
2020-05-19 23:59:59.999,25.4050883080714
2020-05-20 00:59:59.999,25.1275491417444
2020-05-20 01:59:59.999,25.154720064042
2020-05-20 02:59:59.999,25.1736893058709
2020-05-20 03:59:59.999,25.1636988151748
2020-05-20 04:59:59.999,24.8911551664718
2020-05-20 05:59:59.999,24.9382024904538
2020-05-20 06:59:59.999,24.8491560915725
2020-05-20 07:59:59.999,24.874867582544898
2020-05-20 08:59:59.999,24.914134789134103
2020-05-20 09:59:59.999,24.9174191550946
2020-05-20 10:59:59.999,24.9434324952075
2020-05-20 11:59:59.999,24.9050231963584
2020-05-20 12:59:59.999,24.9211485156291
2020-05-20 13:59:59.999,24.902365907692598
2020-05-20 14:59:59.999,24.9129205457294
2020-05-20 15:59:59.999,24.851103367677197
2020-05-20 16:59:59.999,24.7377989765194
2020-05-20 17:59:59.999,24.712890140231
2020-05-20 18:59:59.999,24.7443250014428
2020-05-20 19:59:59.999,24.6112292766644
2020-05-20 20:59:59.999,24.634824513958996
2020-05-20 21:59:59.999,24.725280223794304
2020-05-20 22:59:59.999,24.823135930195605
2020-05-20 23:59:59.999,24.7752170298983
2020-05-21 00:59:59.999,24.688463737768803
2020-05-21 01:59:59.999,24.6549670452811
2020-05-21 02:59:59.999,24.666297421487002
2020-05-21 03:59:59.999,24.5644662813173
2020-05-21 04:59:59.999,24.559780986577703
2020-05-21 05:59:59.999,24.483258551071803
2020-05-21 06:59:59.999,24.450513476743698
2020-05-21 07:59:59.999,24.383672056280698
2020-05-21 08:59:59.999,24.3528305125942
2020-05-21 09:59:59.999,24.3220781710115
2020-05-21 10:59:59.999,24.287178503865103
2020-05-21 11:59:59.999,24.261409351756395
2020-05-21 12:59:59.999,24.2406272519453
2020-05-21 13:59:59.999,24.2258488770651
2020-05-21 14:59:59.999,24.2745758193788
2020-05-21 15:59:59.999,24.1584966346958
2020-05-21 16:59:59.999,24.1691487801013
2020-05-21 17:59:59.999,24.3353991615069
2020-05-21 18:59:59.999,24.2842608882752
2020-05-21 19:59:59.999,24.2506542288905
2020-05-21 20:59:59.999,24.2617111653486
2020-05-21 21:59:59.999,24.2286465094808
2020-05-21 22:59:59.999,24.247590147796103
2020-05-21 23:59:59.999,24.2633762042318
2020-05-22 00:59:59.999,24.3444042240764
2020-05-22 01:59:59.999,24.3305292142736
2020-05-22 02:59:59.999,24.3697925371255
2020-05-22 03:59:59.999,24.384865234309203
2020-05-22 04:59:59.999,24.3846577632088
2020-05-22 05:59:59.999,24.3790618147732
2020-05-22 06:59:59.999,24.434372587493
2020-05-22 07:59:59.999,24.3460466100846
